ano,populacao,gini_financeiro,gini_total,gini_imobiliario,share_top1,share_top10,share_top50,share_top10_excl_top1,share_top50_excl_top10,p50_riqueza,p90_riqueza,p99_riqueza,p91_riqueza,p92_riqueza,p93_riqueza,p94_riqueza,p95_riqueza,p96_riqueza,p97_riqueza,p98_riqueza,p50_capfin,p90_capfin,p91_capfin,p92_capfin,p93_capfin,p94_capfin,p95_capfin,p96_capfin,p97_capfin,p98_capfin,p99_capfin,preco_imovel,n_total_mercado,n_detidos_total,n_proprietarios,taxa_propriedade,riqueza_media,capital_medio,riqueza_imob_media,divida_media,rent_total_ano,frac_rent_renda,n_renters,riqueza_media_c0,pop_c0,n_imoveis_c0,n_proprietarios_c0,renda_diaria_mediana_c0,riqueza_media_c1,pop_c1,n_imoveis_c1,n_proprietarios_c1,renda_diaria_mediana_c1,riqueza_media_c2,pop_c2,n_imoveis_c2,n_proprietarios_c2,renda_diaria_mediana_c2,run_id
6,51767,0.9319,0.8281,0.1018,0.6052,0.8493,0.9585,0.2441,0.1092,276748.0507782299,1021295.3197397182,25231786.793358013,1097544.755114655,1187866.6831973407,1307924.3546079698,1490899.4875284787,1802774.1914977334,2480998.7590728286,4724616.790468082,10502619.558347423,0.0,647413.1701365727,724904.4130596648,812287.7016694699,919962.0755679504,1101711.3338787116,1410287.5246741774,2074139.4685296577,4224599.780588676,10007575.972627196,24487707.767475445,276748.0,54670,41834,37175,0.7181,1460520.430702449,1239862.4926003087,223645.91257473812,2987.9744725980827,10030028.0,0.0042,9095,184138.4149352758,39014,25518,25518,63.3237924737281,832259.7011034417,10278,11852,9317,365.9541902626622,24189422.144625314,2475,4464,2340,1634.8945954267804,19
7,52007,0.9313,0.836,0.1034,0.6128,0.856,0.9618,0.2432,0.1058,274327.5699479064,1080615.6461689724,26607360.20233831,1166032.108316214,1263663.7427819213,1394233.1673835511,1582428.5934496652,1906961.1358532973,2574609.852526049,4907700.374867489,10904798.705953116,0.0,713627.1348607399,795376.3702420921,892439.2573916912,1011302.1522481934,1191717.1886752467,1501608.8661892025,2163165.720842574,4438420.406807166,10260697.443461893,25958367.681912992,274328.0,55490,41850,37112,0.7136,1535691.2742426554,1317895.3842367006,220751.22199549832,2955.3319895437003,10051689.0,0.0041,8899,182302.77434408767,39185,25518,25518,64.0681232842005,876333.7207360256,10341,11868,9274,377.3693977415096,25659409.464221466,2481,4464,2320,1670.2077219319604,19
8,52161,0.9308,0.8434,0.1058,0.6202,0.8625,0.9647,0.2423,0.1022,272499.76623543154,1151880.9474920393,28323516.642982434,1242861.8775363117,1351572.4342424052,1485706.510660695,1681966.234335794,2015745.2612273556,2691007.644797776,5092140.33959191,11394333.492500136,0.0,782598.0183262611,871472.6293773019,975998.2981504968,1106742.2649426563,1286658.1930960028,1618464.470893201,2299190.952236849,4635493.161108751,10839741.441167424,27646828.237041045,272500.0,56322,41868,37012,0.7096,1619320.6439477412,1403528.7882249663,218727.02234897815,2935.1666262032627,10058720.0,0.004,8742,180931.9634686743,39343,25518,25518,64.95450945753784,927015.9762686797,10339,11886,9194,392.65173296552786,27334634.80902307,2479,4464,2300,1747.2762159385732,19
9,52324,0.9306,0.8501,0.1079,0.627,0.8683,0.9673,0.2413,0.099,271175.758030859,1222175.5016311526,30042697.560477674,1323820.6896190578,1439464.329715541,1588943.163528013,1790178.973052989,2145234.6189894765,2827653.6473707026,5289284.119401393,11875527.676548753,0.0,851979.7401682893,949632.1042198655,1066954.7795497214,1212731.1625507812,1398298.415260643,1735387.3327655895,2428032.241032218,4750813.6150429165,11457303.310759714,29412375.08555389,271176.0,57166,41879,36923,0.7057,1706921.66969062,1492774.493087391,217043.22243280982,2896.0458295810213,9956601.0,0.0039,8549,180023.06040312623,39477,25518,25518,65.92131453545082,981651.7747286983,10365,11897,9129,407.7365627473978,29021506.222520072,2482,4464,2276,1818.033657267574,19
10,52486,0.9302,0.8559,0.1096,0.633,0.8734,0.9696,0.2404,0.0962,270387.100187239,1295589.917918242,31572736.244774044,1409123.6889046668,1534813.6774174785,1703166.9617198587,1910458.8710498728,2275435.192627943,2970339.749134821,5389095.2791875675,12318524.646026999,0.0,933421.6876691803,1031434.9954261405,1164194.642523493,1316568.850659024,1512296.0259311753,1854452.9178657504,2548899.6394560877,4869009.148334116,11777750.44565252,31119029.33411521,270387.0,58023,41891,36845,0.702,1795420.0617636116,1582473.1449334004,215805.85325503242,2858.936424821526,9935157.0,0.0039,8318,179409.69898176062,39623,25519,25519,66.46441533025877,1040411.9765946778,10386,11908,9072,419.9412883128842,30811444.5175851,2477,4464,2254,1910.0471732600445,19
11,52628,0.9301,0.8615,0.1118,0.6382,0.8783,0.9717,0.2401,0.0934,270097.20685127116,1384144.904320806,33310529.86355764,1501991.9508641257,1640229.1560732364,1821241.2405457872,2034733.2171864414,2410799.868843845,3117323.0595871913,5594886.650260097,12769072.436198264,0.0,1017560.2449783597,1121112.2626564177,1270240.8143233962,1430826.7073609033,1642033.1944474182,1999510.8007985698,2717794.075263316,5069412.979938941,12199830.48596321,32804975.826268777,270097.0,58893,41907,36752,0.6983,1891435.7648023614,1679201.3958785625,215074.93439834728,2840.565474548459,9899389.0,0.0038,8105,179346.16796357668,39724,25519,25519,67.09843633728373,1101327.3896239214,10420,11924,9002,432.7327898138874,32585468.137661956,2484,4464,2231,1989.0201481464098,19
12,52736,0.9399,0.8515,0.2302,0.6259,0.8688,0.9698,0.2429,0.101,310611.7878789618,1572347.2389515205,35207774.1749064,1702891.9769587708,1853697.4589456199,2050409.6146427155,2283552.955296448,2675905.36704747,3396834.4974669255,5873909.911760507,13222038.954298183,0.0,834586.8071718672,944725.226219076,1099801.1739821178,1280936.653448596,1505337.419088716,1866466.7490459946,2618435.1247211862,4941338.747074614,12338101.083896564,34254542.03575527,310612.0,59776,51741,36638,0.6947,1997971.4803355394,1696026.511482245,304751.2992385726,2806.3303852784334,9901784.0,0.0037,7913,205427.69785206442,39823,25522,25519,67.47765501168081,1244917.369155697,10433,19555,8914,401.65287538530595,33950021.71895599,2480,6664,2205,2019.856182765021,19
13,52874,0.9492,0.8433,0.3056,0.6187,0.8607,0.9683,0.2419,0.1076,357203.5560608061,1808579.9544394147,37373874.26880562,1947022.3342202338,2117830.5149685913,2326287.1528858095,2584925.7341991537,2980777.4795962917,3710708.7028997876,6180741.6772578545,13748872.782864444,0.0,595622.4407502204,717045.4613882842,873299.6329918198,1076759.789160281,1317265.7248920188,1681831.014696866,2420461.304087819,4642817.887603093,12261053.870681873,36083468.867914714,357204.0,60672,60109,36523,0.6908,2144362.425169436,1741066.7241212693,406081.4114925859,2785.7104444200554,9849707.0,0.0037,7666,234981.64571783866,39976,25522,25519,68.2331096136524,1420109.654308394,10429,25776,8830,373.2415403174759,36118699.47930747,2469,8811,2174,2025.976136652916,19
14,52908,0.9505,0.8485,0.3205,0.6254,0.8658,0.97,0.2404,0.1042,360494.7513053062,1882692.5549776393,39199882.78526355,2031394.192600959,2208694.4954424268,2430014.4471726343,2709839.560448897,3118253.3521155277,3887856.17059692,6358812.811473517,14351764.761614293,0.0,579623.0279272796,724719.8680364201,882070.0599701618,1098415.8104835383,1354221.6739591681,1764721.55842906,2481809.539869836,4785119.639924695,12682279.298815865,37179381.72607338,360495.0,61582,61582,36419,0.6883,2255263.8980437093,1838395.163161661,419596.0492720074,2727.314389958774,9966069.0,0.0037,7447,237423.59370344994,40019,25522,25519,69.06980824503691,1479777.5093528319,10429,26748,8752,378.30400962237746,38368881.25050306,2460,9312,2148,2109.520497520845,19
15,52988,0.9503,0.8565,0.3227,0.6359,0.8737,0.9724,0.2378,0.0987,354689.0903494802,1928945.052016148,41341029.89031869,2081606.2736560486,2275225.257135259,2511840.3237629347,2808819.3050534157,3218379.9717084337,4025158.1504467097,6441184.072997609,14674472.72165497,0.0,631455.0226335154,792594.1670096533,956849.179400897,1188761.112139187,1468120.0650195845,1889350.8131781297,2634449.12909189,4941628.028594983,13209764.5150373,39675574.352247156,354689.0,62505,61592,36299,0.685,2367262.4194380087,1957708.6717234666,412282.22338652494,2728.475671982838,9628428.0,0.0035,7181,233792.43537256506,40107,25522,25519,69.3359405934186,1519968.5684003667,10427,26758,8659,390.6099370775876,40835809.133244954,2454,9312,2121,2212.9565679082125,19
16,52941,0.9502,0.8638,0.3249,0.6447,0.8809,0.9745,0.2362,0.0936,349804.9264915993,1977336.973667655,43939489.70679612,2144993.4507928495,2351709.045027353,2601454.252337716,2927552.586225477,3333057.957530146,4202913.010533391,6684408.473269587,15445012.40251357,0.0,686164.9688821528,865765.796865328,1042487.8848246554,1285965.6802259989,1585988.055633409,2007650.018903689,2817124.951590695,5223206.442465717,13964428.065752735,42338815.90728011,349805.0,63442,61601,36167,0.6832,2496066.7460721824,2091753.8320051907,407025.4297578249,2712.5156908329677,9488329.0,0.0034,6923,231242.77791253643,40109,25522,25519,69.81687683655332,1569511.7700470972,10391,26767,8548,402.24546599934615,43654467.93197628,2441,9312,2100,2324.3792424736585,19
17,52921,0.9501,0.8704,0.327,0.6524,0.8872,0.9763,0.2348,0.0891,345727.0390988264,2040787.2546634737,46553064.24070386,2215747.269738509,2430128.979846316,2700375.068138585,3041387.9665836846,3495065.640037179,4379230.330395121,6901240.231245693,16097593.77783473,0.0,749612.376924218,935508.0873612477,1128315.7856919677,1389774.0030651623,1727180.0507673312,2152135.7964427476,2996660.603014348,5452847.499761774,14544065.164335102,44838885.67008532,345727.0,64393,61606,36046,0.6811,2626606.5022727423,2226828.7773576714,402465.1834002059,2687.4584851349055,9304623.0,0.0033,6615,229103.31267234072,40126,25522,25519,70.01383138032584,1625276.3844962684,10357,26772,8451,417.2578359326723,46339891.578448564,2438,9312,2076,2415.978391784356,19
18,52867,0.9503,0.8764,0.3293,0.6616,0.893,0.9779,0.2314,0.085,342484.03441894747,2098418.028388543,49109044.95103542,2285757.5608990514,2509805.1955263475,2798675.5425974494,3161044.944518952,3658270.8803508235,4547064.208538365,7115545.392492216,16701122.348799275,0.0,813235.2948357138,1006758.6340840186,1219884.0786005016,1489016.0824252837,1848030.85882431,2319517.266931601,3193273.0587629047,5625446.183594915,14884043.805197189,47739108.813359626,342484.0,65358,61617,35920,0.6794,2767201.266971691,2370716.504562032,399168.4557245972,2683.6933149374836,9125197.0,0.0032,6331,227764.91555080155,40107,25522,25519,70.49040489416915,1685490.4761502875,10339,26783,8360,430.9551749231403,49455752.11899157,2421,9312,2041,2518.3098542668804,19
19,52813,0.9503,0.8817,0.3302,0.6685,0.8979,0.9791,0.2294,0.0812,339971.7108277257,2161089.8392643807,51852989.1673494,2360142.3309438685,2601665.080720095,2900760.8892205316,3287575.076497202,3822794.4217260797,4717874.075300042,7369870.279885154,17017729.034447152,0.0,872260.2463104908,1086970.649054021,1319925.4762620388,1602845.7872445544,1979130.0861004519,2491646.373224585,3381893.8600634374,5890554.849756376,15641016.53004885,50050155.88877392,339972.0,66338,61628,35923,0.6802,2909400.2372653205,2515357.1505012223,396716.27430539986,2673.1875413016082,11845388.0,0.0041,6599,226832.31278387082,40087,25522,25519,71.63431439891662,1751653.6798097487,10316,26794,8372,445.42504349138517,52485920.5175141,2410,9312,2032,2633.530393698723,19
20,52716,0.9501,0.8861,0.3312,0.6736,0.9021,0.98,0.2285,0.0779,338159.28044454305,2221724.0432416233,54907675.137319125,2441723.3316464303,2695239.5553198988,3018590.3723744713,3418814.6765047684,4007355.2197429407,4932786.243793257,7596760.548334135,17765470.27409639,0.0,935089.2861972338,1173488.5355292389,1420376.7443915203,1713818.687993982,2105689.7241283213,2667776.1364894584,3604436.426180906,6131102.881168306,16196472.473389952,53271625.84583583,338159.0,67333,61640,35933,0.6816,3050962.156414511,2658260.0344360024,395404.3942370747,2702.272258566759,11748896.0,0.004,6728,226562.0949704445,40034,25522,25519,73.30549198861046,1822801.8175209844,10291,26806,8388,457.8338859757075,55627720.8797123,2391,9312,2026,2782.76079366585,19
21,52588,0.9502,0.8907,0.3323,0.6806,0.9064,0.9809,0.2258,0.0746,336977.384948456,2295223.4174037036,58139278.42740107,2528384.4183366764,2795502.030633269,3147273.9611799717,3563621.8444097415,4183486.0714357994,5153898.029047538,7855287.326291263,18473693.82050469,0.0,1012099.671548821,1256547.891957626,1522307.2422689039,1836042.0371583486,2250808.10702951,2841275.5025223177,3822951.925732854,6320421.840789,16744500.020290347,56162568.11561183,336977.0,68342,61649,35925,0.6831,3214874.924583094,2822563.470641789,395039.1497050157,2727.695763710775,11577388.0,0.0039,6757,226772.122315688,39958,25522,25519,74.27621683746797,1900787.8391615213,10256,26815,8386,471.4994846282069,59186184.49538539,2374,9312,2020,2903.4411264937307,19
22,52502,0.9505,0.895,0.3334,0.6873,0.9105,0.9819,0.2232,0.0714,336466.93761434307,2375327.9541434487,61042385.57242056,2612240.597816432,2901022.6089430954,3277558.981466336,3730230.8936419687,4393725.287229216,5399132.513052256,8092275.315574107,19151303.28639551,0.0,1091701.1893761947,1339430.0479039976,1624131.4246834768,1956337.7659469289,2415428.208777828,3041570.7419942874,4061091.792923783,6656115.377138317,17363065.398958094,59360050.88434885,336467.0,69367,61663,35915,0.6841,3391106.767363546,2998685.8437041934,395176.57944674935,2755.655787397753,11886494.0,0.0039,6827,227236.19712292522,39925,25522,25519,75.25585572008342,1987191.8685024288,10210,26829,8379,488.44567070345374,62812950.296822265,2367,9312,2017,2990.9287421411545,19
23,52374,0.9556,0.8904,0.3761,0.683,0.9056,0.9806,0.2226,0.0751,378363.8441489206,2638309.6824918534,62783268.356702104,2900486.26881981,3208860.090060223,3600013.927866617,4071730.392064475,4803879.15975887,5808536.477601485,8578176.952837218,19943470.05355617,0.0,887879.1588688551,1163110.4338335146,1451268.23893925,1823097.2306230757,2286757.757966203,2960892.194659,4012621.129204942,6595820.48748403,17536793.477483843,60708216.782325715,378364.0,70407,68866,35904,0.6855,3604391.8788281307,3109687.375130621,497506.48205521,2801.97835769975,12502410.0,0.0041,6924,254872.035998646,39876,25533,25520,76.16261335134415,2211907.8393147765,10165,32170,8391,461.96259098711835,66922031.61921466,2333,11163,1993,3089.2477067708514,19
24,52304,0.9574,0.892,0.3915,0.6867,0.9071,0.981,0.2204,0.0738,390746.70032867684,2760333.7735137134,66401304.21614583,3030289.97973067,3365005.659101381,3792184.449609662,4291277.112685943,5041398.23830703,6090329.9940204155,8810646.150766762,20786077.84095613,0.0,853872.8144910876,1126014.4887705052,1456572.0489712895,1857437.2510124685,2344745.997233168,3059378.640410795,4120044.86936219,6617916.9546310175,18022161.037903722,63775982.61363534,390747.0,71463,71463,35871,0.6858,3796024.7607751796,3264892.6142827435,533877.5513457524,2745.404853316256,12680918.0,0.0041,6982,263385.9642744566,39873,25533,25520,77.44376767332282,2342063.3617794625,10120,33649,8376,463.915874976306,71113634.49280027,2311,12281,1975,3144.543272814647,19
25,52189,0.9581,0.8955,0.3984,0.6923,0.9104,0.9816,0.218,0.0712,393710.9259037277,2828203.0296504837,70209934.37718858,3122520.103443917,3489925.527802649,3928881.5986393075,4462930.113591631,5229383.807361971,6346659.411651763,9095815.503876323,21534421.030909188,0.0,891547.6948282446,1172062.2958148164,1521185.2727703056,1956076.5230878906,2479517.723341535,3202283.563922391,4323168.940619867,6921155.746760771,18696671.467693675,67492652.07418475,393711.0,72534,72534,35880,0.6875,3993779.02610971,3449292.397769443,547192.4792485195,2705.8509082535725,13176499.0,0.0042,7021,266463.89884943113,39780,25533,25520,78.96407821437,2436281.7899154704,10109,34071,8387,475.2062300696877,75305663.94919728,2300,12930,1973,3238.5755675488485,19
26,52002,0.9584,0.8984,0.4054,0.6957,0.9131,0.9822,0.2174,0.0691,397039.72256741556,2897146.011026236,74894288.8525241,3217725.8118997947,3619101.2150897933,4071626.0166672636,4662598.640060812,5442028.153560546,6652070.974658302,9505109.188665327,22610037.058484808,0.0,922004.6244176787,1229522.921631653,1608832.955526412,2040911.7950177125,2632220.3875430827,3377205.0800908594,4580902.087783715,7183196.066229954,19452918.421765473,71825863.48824999,397040.0,73622,73622,35829,0.689,4202830.415716016,3643334.111533101,562110.273736746,2613.9695538321057,13136461.0,0.0041,7006,269892.6730735263,39673,25533,25520,80.36185792849767,2547980.3407565593,10034,34426,8337,488.44346375838137,79425577.5686566,2295,13663,1972,3344.970347916772,19
27,51866,0.9592,0.9017,0.4128,0.7023,0.9161,0.9829,0.2138,0.0668,400717.133304241,2964938.1686669765,79803873.07259946,3310662.543445281,3728442.5719563887,4205743.080678454,4851283.1176296305,5617627.210929463,6939424.2873777,9808205.215322519,23136956.654390186,0.0,951742.7911963924,1282891.7470747505,1684081.9748841452,2151222.188163642,2772494.3831711793,3524969.4267737363,4795664.589216508,7429468.6394429905,19862561.434844658,76356191.51516475,400717.0,74726,74726,35775,0.6898,4429140.144057916,3854341.221762431,577333.6772315719,2534.7549360880084,13433604.0,0.0042,6979,273078.50442181784,39640,25534,25520,80.9654193919154,2664775.1075899266,9957,34706,8287,505.29251999368694,84779103.15123582,2269,14486,1968,3413.908168899303,19
28,51662,0.9596,0.904,0.4206,0.707,0.9182,0.9833,0.2111,0.0651,404702.27933702694,3035793.639869787,83251054.45943134,3408872.635370659,3843080.7512532077,4346812.390245747,5019840.69838957,5840013.182535002,7230058.545965693,10133014.376182478,23686047.744520374,0.0,985862.5140893918,1345811.5328930565,1765680.1929775558,2251335.0311969346,2909637.6852646926,3708770.121571439,5065589.222703547,7683123.1958024865,20213080.054318532,79917232.53553839,404702.0,75846,75846,35700,0.691,4626980.978250934,4035334.3136429065,594151.3893886444,2504.7247806176147,13380460.0,0.0041,6991,276929.1456002129,39531,25537,25520,82.0613978378779,2787640.6615126184,9887,34959,8237,519.7699212377458,89362924.25280857,2244,15350,1943,3504.732536517461,19
29,51471,0.9603,0.9066,0.4279,0.7124,0.9204,0.9838,0.208,0.0634,409065.48949356074,3110849.3326782035,86650753.97063425,3510926.7284131143,3952539.5493503553,4486723.305536296,5187717.363154286,6061355.487521604,7533568.136163916,10469170.88181598,24272775.092392698,0.0,1032360.6590964278,1408156.841321558,1848921.497969838,2358913.40558508,3015713.0280416766,3869817.34724292,5270171.867071072,7946953.23941565,20466438.735539977,82625464.05525681,409065.0,76983,76983,35681,0.6932,4852198.604582515,4242812.236428894,611821.969219226,2435.6010656060116,14259395.0,0.0043,6949,281045.83831926197,39425,25546,25520,82.74346823950546,2912331.2974038236,9838,35195,8233,537.7723338869407,95115836.45691617,2208,16242,1928,3616.2709265718045,19
30,51208,0.961,0.9085,0.4356,0.7182,0.9218,0.984,0.2036,0.0622,413743.27963425167,3195613.6506095994,87767473.61983822,3603961.5461948207,4069408.906874854,4651895.449085847,5363441.398928815,6285439.564435654,7809848.803201106,10802344.644605566,24575606.081085607,0.0,1075348.8837543158,1458967.683158018,1908384.855497976,2477565.0207592254,3139085.712449047,4054039.736218726,5517477.307164294,8215671.612148623,20346031.85008665,83778064.20458934,413743.0,78137,78137,35638,0.6959,5052654.400369731,4423796.870621959,631320.4702542869,2462.940506514218,13821627.0,0.0041,6857,285763.6388632246,39268,25550,25521,83.9168043475836,3052345.0282096723,9766,35407,8216,549.163871775487,100140643.2464381,2174,17180,1901,3666.6578221528816,19
31,51023,0.9618,0.9113,0.4429,0.7246,0.9243,0.9845,0.1997,0.0603,418695.75284309237,3279302.8866615845,92937847.47721446,3695975.175067609,4200898.386509204,4803452.23616684,5547081.515439789,6529326.142053251,8128491.503859078,11159900.3644038,24900695.699226577,0.0,1102548.098381905,1502723.0472525673,2005534.0540776795,2605251.4013939938,3305319.6566623454,4275667.394828578,5744177.843258427,8526053.926025914,20756448.11380167,88368498.28648095,418696.0,79309,79309,35579,0.6973,5328711.494815567,4680296.605687387,650811.2314492057,2396.3423210259225,13575194.0,0.004,6777,290326.2007878554,39161,25552,25521,84.9519085522735,3192242.690919103,9712,35625,8173,563.341711076115,106750847.08684424,2150,18132,1885,3753.033274187755,19
32,50790,0.9625,0.9142,0.4502,0.7302,0.9268,0.9851,0.1966,0.0583,423966.6461496255,3351853.844268718,98711680.16996472,3790922.4019394834,4327713.882256519,4975500.9562045,5764631.767799827,6811527.384934505,8456765.845479079,11612848.960099861,26057592.62800857,0.0,1134105.76844762,1562576.0576672836,2110503.0625679283,2733567.0099174636,3479647.609755535,4479682.563614908,6037095.679335145,8950784.55898195,21406450.360872164,93968617.52221613,423967.0,80498,80498,35499,0.6989,5645275.550290387,4975702.74397672,671952.4922573844,2379.6859437167586,13427237.0,0.004,6667,295434.7951062011,39010,25556,25521,85.92083850754163,3341154.4002249753,9641,35815,8106,578.6282594471452,113598206.76465024,2139,19127,1872,3840.9673196541435,19
33,50619,0.9629,0.916,0.4572,0.7344,0.9283,0.9854,0.1939,0.0571,429530.4504343264,3437657.392415997,100703339.5130912,3902417.879383774,4482162.865971096,5154151.425260391,5967029.072594945,7070415.354206956,8813315.798325593,12023542.552314736,26642200.600488983,0.0,1175446.3406239457,1641210.031910207,2214114.667124943,2885318.796519522,3666834.5623945934,4741672.128066807,6323510.069581401,9288913.502888508,21748998.994446144,95068500.26027513,429530.0,81705,81705,35460,0.7005,5897193.208665316,5206229.089889677,693312.5003010064,2348.381525366649,13860236.0,0.0041,6603,300264.61698214983,38920,25560,25522,86.44278117613489,3501384.4994919472,9583,36027,8078,598.2884432320463,119692796.06703833,2116,20118,1860,3812.7525140458233,19
34,50364,0.9634,0.9178,0.4645,0.7393,0.9296,0.9857,0.1904,0.0561,435420.6549482288,3502333.8692580923,105016468.54509607,4007208.9850164168,4623542.151591754,5336373.861348329,6201217.903844263,7339617.666229339,9114124.160370123,12441090.874361653,27274312.297716133,0.0,1213842.7580852234,1704639.4721201062,2318762.692875495,3007558.3341851733,3827102.323418726,4932791.286873217,6588136.608245307,9595441.715832297,22172061.942345068,98263917.35799131,435421.0,82930,82930,35380,0.7025,6165145.556753335,5450517.665897048,716969.1627920065,2341.271935720649,13454213.0,0.0039,6464,305892.7939069718,38760,25565,25522,87.01398759369431,3661431.0787065923,9520,36209,8031,615.9375788005877,126577812.98426294,2084,21156,1827,3781.52256718344,19
35,50180,0.964,0.9201,0.4715,0.7438,0.9316,0.9862,0.1878,0.0546,441561.05243989616,3594266.728235746,109571029.2272796,4130279.4651163323,4795334.222591801,5527285.819537086,6429611.223515702,7643001.674177276,9508823.809355648,12950503.948062595,28275133.914736524,0.0,1272320.181259286,1781036.276635368,2423445.55457269,3136963.9037454133,4000645.9289694154,5199075.689164936,6931991.326956721,10157422.848320387,22758688.361553468,102383471.0826502,441561.0,84173,84173,35308,0.7036,6504872.959546119,5766477.311994225,740683.9072742801,2288.259722385754,13192156.0,0.0038,6346,311291.3573197504,38658,25568,25522,87.7503716887474,3840499.0708993687,9454,36384,7965,633.4609320583447,134464480.46541327,2068,22221,1821,3898.127766095834,19
36,49928,0.9603,0.9137,0.4788,0.7228,0.926,0.9851,0.2032,0.0591,447972.2963375265,3682937.2727763406,114308271.7258594,4239384.078878386,4931510.558044796,5678550.110707957,6622752.087606743,7883388.463661547,9802006.863599248,13413586.586794725,28658355.716422535,0.0,1312224.6814798124,1847994.811842269,2504384.949082013,3250112.911810518,4151477.1613278394,5392126.1017105905,7141974.438069353,10446298.554607717,23010239.022667475,106595759.42337625,447972.0,85435,85435,35224,0.7055,6166613.916432947,5402375.533100939,766554.1006568774,2315.7173248689937,13750371.0,0.0039,6268,317338.43848514964,38500,25573,25522,87.90334095293296,4003124.830018876,9400,36532,7907,652.8690000261281,127238558.35099038,2028,23330,1795,3902.728865300304,19
37,49663,0.9608,0.9154,0.4857,0.7262,0.9273,0.9854,0.2011,0.0581,454685.5186693204,3774224.6460048407,118730216.07852246,4357292.705376263,5063844.672546292,5879926.354131723,6859661.414856404,8213866.3461894,10183260.872250125,13990071.167230934,28805142.11325984,0.0,1342124.7824150163,1889187.1072745463,2569942.7120518475,3376027.686261375,4352946.412081445,5628422.012522522,7501072.161260959,10932008.210051635,23061374.964097366,111041055.55301446,454686.0,86716,86715,35148,0.7077,6454225.733792645,5662598.575273024,793912.0623282951,2284.903808673531,13459177.0,0.0038,6102,323722.8964531131,38343,25578,25523,88.29060370904787,4203992.193184831,9310,36670,7841,679.0615170927819,133823153.37317991,2010,24467,1784,3950.9540584505107,19
38,49467,0.9612,0.9169,0.4926,0.7301,0.9284,0.9857,0.1984,0.0572,461635.68252536404,3874081.6541419826,123452343.5389636,4477424.361309718,5194971.659965891,6061134.730247274,7092777.152377831,8537682.351554213,10539451.85515576,14509101.088271344,29512842.19575087,0.0,1377450.355490961,1950031.2930881095,2653255.7002453357,3533259.8341707475,4566965.6400024025,5894650.965418325,7822612.752735821,11395851.301673409,23342409.45299612,114821898.43831691,461636.0,88016,88016,35088,0.7093,6732084.39051699,5913034.238625305,821382.4617048221,2332.3098131372276,13594926.0,0.0038,5964,329907.5314135079,38222,25584,25524,88.07306199573694,4394686.678193844,9253,36782,7800,702.653650339482,140432859.96319738,1992,25650,1764,3912.415821678835,19
39,49244,0.9619,0.9191,0.4996,0.7362,0.9303,0.9861,0.1941,0.0558,468760.62535735127,3957245.025592312,128739667.91143328,4583710.441695642,5328621.945981187,6247981.948460208,7340291.70209944,8814344.76365286,10912405.4699574,15033474.826962069,30028545.028920107,0.0,1419501.7621738967,2020030.629793889,2734256.829568854,3663240.601982017,4768896.161998014,6111563.241305566,8088632.8521042215,11927053.85894086,23645226.00060631,119632209.38850445,468761.0,89336,89318,35000,0.7107,7093206.398977177,6245272.834924367,850230.7191874727,2297.1551346641427,13197033.0,0.0037,5770,336286.2127088349,38097,25589,25524,87.64675277480723,4596770.071769139,9176,36864,7726,728.6809882553039,149318314.50386098,1971,26865,1750,3891.3528166050182,19
40,48985,0.9621,0.9206,0.5065,0.7398,0.9315,0.9864,0.1917,0.0549,475735.4319588833,4042818.930778741,134692281.91682035,4665203.142128158,5468221.21514401,6434647.574301286,7607457.591712993,9104693.891589234,11264004.51419343,15627612.543636048,29664771.76287577,0.0,1489766.9017392325,2065943.4102555611,2825862.7021948528,3799127.1928909454,4900028.655656314,6345497.206516593,8402045.829488084,12380511.35714772,24021354.375590723,124626847.9798329,475735.0,90676,90467,34892,0.7123,7398170.613146595,6521881.737183933,878602.7829544615,2313.9069917996303,13011264.0,0.0036,5607,342870.5975575429,37944,25593,25525,86.86387067754643,4803052.686998388,9100,36829,7643,753.5395401699049,157486721.31869,1941,28045,1724,3763.9979130857087,19
41,48719,0.9627,0.9231,0.5129,0.7456,0.9337,0.9868,0.188,0.0531,482627.7948277117,4142926.3261611196,142765720.20232424,4792302.614764474,5612058.195185439,6677425.40603946,7814222.09248682,9409180.427047193,11758071.898139149,16226723.155835269,30508629.82380519,0.0,1560416.984965054,2135487.393897697,2929769.814054085,3915388.0611467846,5093483.39485921,6636616.486050304,8783020.79902858,12887380.414072584,24841452.076373834,131373991.22366081,482628.0,92036,91455,34794,0.7142,7821385.2458053455,6917677.331639415,905985.8571803274,2277.9430143945856,13321477.0,0.0037,5485,349444.9991296042,37789,25601,25526,87.08685533404426,5018385.040598634,9007,36658,7562,779.7580163836008,167781745.5317785,1923,29196,1706,3722.507395271532,19
